text,comment_id,annotator_id,sentiment,respect,insult,humiliate,status,dehumanize,violence,genocide,attack_defend,hatespeech,vote_distributions,rater_method,rater_type
"@Kenyankop @PillowPrincesse @wanza_ Hope you know if you believe in hell, that you won't end up there, cuz that shit is far to luxurious for your demented, vile, small dick energy emmiting, broken home creating ass. Fuck you. Hope someone shoves a pinecone down your dick.",35744,deepseek-v4-flash_modu_no_slur,4,,,,,,,,,0,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Americans are so qiuck to condem foreign nationalies yet they letting their own criminals roam free....f that,47262,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,3.0,2.0,0.0,0.0,0.0,3.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 4, ""1"": 1}, ""insult"": {""3"": 1, ""4"": 3, ""0"": 1}, ""humiliate"": {""3"": 2, ""2"": 1, ""1"": 1, ""0"": 1}, ""status"": {""2"": 4, ""3"": 1}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 4, ""1"": 1}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 2, ""3"": 2, ""0"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
I can hit you're bitch but u never can hit mine nigga ⚠️,47522,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,2.0,1.0,3.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""2"": 2, ""4"": 1, ""3"": 2}, ""dehumanize"": {""1"": 3, ""4"": 2}, ""violence"": {""3"": 2, ""4"": 2, ""0"": 1}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 4, ""3"": 1}, ""hatespeech"": {""2"": 4, ""1"": 1}}",LLM_majority,LLM
"President @MBuhari and his administration respect and uphold the right of every Nigerian to peaceful protest and civil campaign—whether to raise awareness on issues, and even oppose the Govt. It is the inalienable right of ALL citizens of the Federal Republic of Nigeria to do so.",37285,deepseek-v4-flash_modu_no_slur,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""1"": 2, ""0"": 3}, ""respect"": {""0"": 4, ""2"": 1}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Fuck I'm Mexican but look white. Slit my throat motherfucker cause one of my favorite artists is Kendrick Lamar. Fuck you you racist motherfucker. Honestly fuck these pieces of vile human garbage. I hope history forgets about you until you're smaller than a grain of sand you stupid fuck. Fuck you,7391,deepseek-v4-flash_modu_no_slur,4,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""2"": 5}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"""Women from Canada have to go to US for abortions they can't access here here's why I'm gonna ignore the glaringly obvious that Canada is fascist too""",20627,deepseek-v4-flash_modu_no_slur,4,3.0,3.0,1.0,2.0,0.0,0.0,0.0,3.0,0,"{""sentiment"": {""4"": 4, ""3"": 1}, ""respect"": {""2"": 1, ""3"": 4}, ""insult"": {""3"": 3, ""0"": 1, ""1"": 1}, ""humiliate"": {""0"": 2, ""1"": 3}, ""status"": {""2"": 4, ""4"": 1}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""3"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Camila with the lgbt flag 😍 #NeverBeTheSameTour #realfriends URL,22997,deepseek-v4-flash_modu_no_slur,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,"{""sentiment"": {""0"": 5}, ""respect"": {""0"": 4, ""2"": 1}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""0"": 3, ""2"": 2}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
@AOC There is no force equal to a woman determined to rise W. E. B. Du Bois Thought you might need to hear this today.,32721,deepseek-v4-flash_modu_no_slur,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""sentiment"": {""0"": 4, ""1"": 1}, ""respect"": {""0"": 5}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""0"": 3, ""1"": 1, ""2"": 1}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""0"": 4, ""2"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"If the US pulled their military presence from those Europoor countries, China and Russia would have those whiny faggots bent over like a prison bitch.",8323,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 5}, ""violence"": {""3"": 1, ""4"": 4}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
me: i have an eating disorder straight men: why babygirl?😍 curves are sexy wdym?😍😍 you're CURVY be happy about your CURVES and your BIG THIGHS being not thin is curvy and sexy 😍 CURVES😍😍😍,20217,deepseek-v4-flash_modu_no_slur,3,2.0,4.0,4.0,3.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""3"": 4, ""4"": 1}, ""respect"": {""4"": 2, ""1"": 2, ""3"": 1}, ""insult"": {""3"": 1, ""4"": 2, ""1"": 1, ""0"": 1}, ""humiliate"": {""4"": 3, ""3"": 2}, ""status"": {""3"": 3, ""2"": 2}, ""dehumanize"": {""0"": 3, ""1"": 2}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""3"": 2, ""1"": 2, ""4"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
@TarekFatah Forget Pakistan yar. Why do love that country? You are a Canadian now. Forget the Fuck-ups!,23364,deepseek-v4-flash_modu_no_slur,3,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0,"{""sentiment"": {""3"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""0"": 4, ""1"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""0"": 4, ""1"": 1}}",LLM_majority,LLM
Ahh yeah I get what you're saying. Well time to grab them and cut their dicks off. Hard to commie rape when you know you're dick will get cut off.,2221,deepseek-v4-flash_modu_no_slur,4,,,,,,,,,2,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
We have pretty good diversity in the u.s it can be shocking how little the rest of the world has when you travel.,4944,deepseek-v4-flash_modu_no_slur,1,4.0,4.0,4.0,2.0,0.0,0.0,0.0,4.0,0,"{""sentiment"": {""3"": 1, ""1"": 3, ""2"": 1}, ""respect"": {""2"": 1, ""4"": 4}, ""insult"": {""0"": 1, ""4"": 3, ""3"": 1}, ""humiliate"": {""0"": 1, ""4"": 4}, ""status"": {""2"": 3, ""4"": 1, ""1"": 1}, ""dehumanize"": {""0"": 3, ""4"": 1, ""1"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 1, ""4"": 3, ""3"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
She should be knocked down and broken.,1482,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,3.0,4.0,0.0,4.0,1,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 2, ""3"": 3}, ""violence"": {""4"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""0"": 1, ""1"": 4}}",LLM_majority,LLM
"Did she kills or shoot the guy? Did your sister life was at risk? The fact she had a gun the other lady change the fact that she was able to stop what happened? Call 911 directly and taking a video of the guy would not do the same thing at the end? And if the rapsit had a gun? And shoot the other woman and then shoot your sister? What is the best scenario? Maybe more educated people, and a better society who men are educated to respect women and not just act like animals?",8199,deepseek-v4-flash_modu_no_slur,3,4.0,4.0,3.0,4.0,4.0,0.0,0.0,4.0,0,"{""sentiment"": {""3"": 5}, ""respect"": {""4"": 4, ""3"": 1}, ""insult"": {""4"": 4, ""3"": 1}, ""humiliate"": {""3"": 3, ""4"": 2}, ""status"": {""4"": 4, ""3"": 1}, ""dehumanize"": {""4"": 4, ""3"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 4, ""3"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"+Melissa Thomas Well now that they've all been coached to claim Asylum because that's the easiest way to be released into the U.S. never to be seen again because 94% never show up for their court date , we have to spend hundreds of millions in the meanwhile housing them feeding them providing medical care and then again to deport them when they end up being arrested for various crimes.",43956,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,1.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""1"": 4, ""3"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""0"": 1, ""2"": 3, ""1"": 1}}",LLM_majority,LLM
"@gabeten You may be proud to have a gold digging, racist, ex-porn actress representing you... But, I'm thoroughly embarrassed 😩",24451,deepseek-v4-flash_modu_no_slur,4,4.0,3.0,4.0,3.0,0.0,0.0,0.0,3.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 3}, ""insult"": {""1"": 1, ""3"": 1, ""4"": 1}, ""humiliate"": {""4"": 3}, ""status"": {""2"": 1, ""3"": 2}, ""dehumanize"": {""0"": 3}, ""violence"": {""0"": 3}, ""genocide"": {""0"": 3}, ""attack_defend"": {""4"": 1, ""3"": 2}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"@DebatingHipHop_ you no mustache having With whiskers like a rat, compared to Beans you whack And your man stabbed Un and made you take the blame You ass, went from Jaz to hanging with Kane, to Irv, to B.I.G And Eminem murdered you on your own shit You a dick-riding faggot, you love the attention URL",34378,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,1.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 3, ""3"": 1, ""1"": 1}, ""violence"": {""1"": 3, ""0"": 2}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
@TheibbyV1 Nah fuck that hoe,29194,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,1.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""1"": 5}, ""violence"": {""1"": 2, ""0"": 3}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
No need to tie up this faggot; it would do anything for the Alpha that owns it. (#tbtumblr of @inservice2MMNYC) URL,34032,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 5}, ""violence"": {""0"": 4, ""1"": 1}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
the shit you bitches will do behind attention and dick disgust me,27825,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
wrixst hOeS mAd,48880,deepseek-v4-flash_modu_no_slur,3,,,,,,,,,1,"{""sentiment"": {""3"": 3, ""2"": 2}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""1"": 4, ""2"": 1}}",LLM_majority,LLM
All I want is one white nigga that only knows how to shoot 3's and maybe get the occasional rebound when he's not shooting 3's,20349,deepseek-v4-flash_modu_no_slur,3,4.0,4.0,4.0,2.0,1.0,0.0,0.0,4.0,2,"{""sentiment"": {""1"": 1, ""3"": 4}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""3"": 2, ""2"": 2, ""4"": 1}, ""dehumanize"": {""1"": 3, ""0"": 2}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 4, ""3"": 1}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
Can I trade in my white privilege for the privilege Don lemon has. I like his better.,47161,deepseek-v4-flash_modu_no_slur,3,3.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,0,"{""sentiment"": {""3"": 5}, ""respect"": {""3"": 3, ""4"": 2}, ""insult"": {""0"": 2, ""3"": 1, ""2"": 2}, ""humiliate"": {""1"": 4, ""3"": 1}, ""status"": {""2"": 1, ""3"": 3, ""4"": 1}, ""dehumanize"": {""1"": 1, ""0"": 4}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""3"": 3, ""4"": 1, ""1"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Fuck her tits in that tiny tank top. Throw her down and rip those shorts off and fuck her from behind.,9399,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,1,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 3, ""0"": 1, ""3"": 1}, ""violence"": {""4"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 2, ""1"": 2, ""0"": 1}}",LLM_majority,LLM
">That's how the fucking Nazis came to and stayed in power. That's what Weimar Germany needed, a bunch of effeminate pink haired beta degenerates talking bullshit on the internet.",16699,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,3.0,1.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""0"": 1, ""3"": 2, ""4"": 2}, ""violence"": {""1"": 3, ""0"": 2}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
"In the #DemocraticDebate, Bennet mentions that he's the only person who *really* counts in the minyan!",34950,deepseek-v4-flash_modu_no_slur,3,2.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""3"": 4, ""2"": 1}, ""respect"": {""2"": 3, ""3"": 2}, ""insult"": {""3"": 4, ""1"": 1}, ""humiliate"": {""3"": 2, ""1"": 2, ""2"": 1}, ""status"": {""2"": 3, ""1"": 2}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 4, ""3"": 1}, ""hatespeech"": {""1"": 1, ""0"": 4}}",LLM_majority,LLM
"Wel never get prostitution because of adultery. couples will be angry that their spouse will have a socially acceptable place where they can be unfaithful, and all the bible thumpers will back them.",47767,deepseek-v4-flash_modu_no_slur,3,4.0,4.0,4.0,3.0,1.0,0.0,0.0,4.0,2,"{""sentiment"": {""3"": 3, ""4"": 2}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""3"": 2, ""4"": 3}, ""status"": {""3"": 4, ""2"": 1}, ""dehumanize"": {""1"": 3, ""0"": 2}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 4, ""3"": 1}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
Chan: Why do you stare at me when I'm half asleep? Minho: 'Cause you're pretty. Chan: It's too early in the morning for you to be this gay.,20791,deepseek-v4-flash_modu_no_slur,1,3.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""1"": 4, ""0"": 1}, ""respect"": {""3"": 5}, ""insult"": {""2"": 2, ""3"": 1, ""1"": 2}, ""humiliate"": {""1"": 3, ""2"": 1, ""3"": 1}, ""status"": {""2"": 4, ""3"": 1}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 3, ""3"": 2}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"Trump, please do all necessary to wipe this demonic and british-made regime of iran from the face of the planet. We Iranians can't do anything because they are heavily armed and will kill everyone and their western protectors will close their eyes on it just like obsma, Britain, france...etc did Please Donald, be the Cyrus of our time. 90% iranians are waiting for you because we cannot go against guns and terrorist. The illegitimate islamic regime of iran is worse than isis.",42575,deepseek-v4-flash_modu_no_slur,4,4.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 3, ""2"": 2}, ""insult"": {""4"": 2, ""0"": 2, ""3"": 1}, ""humiliate"": {""4"": 1, ""0"": 2, ""1"": 1, ""3"": 1}, ""status"": {""4"": 1, ""2"": 4}, ""dehumanize"": {""0"": 4, ""1"": 1}, ""violence"": {""4"": 2, ""0"": 3}, ""genocide"": {""0"": 3, ""1"": 2}, ""attack_defend"": {""0"": 1, ""2"": 2, ""3"": 1, ""1"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"Imagine being a raging lunatic hate spewing Jihadi that has a bunch of handlers and not ONE of them is like... ""hey we better scrub your social media of potentially damaging content down the road."" The Deep State is now run by legitimate morons. URL",33502,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,1.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""3"": 1, ""4"": 4}, ""dehumanize"": {""4"": 1, ""1"": 2, ""2"": 2}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 4, ""1"": 1}}",LLM_majority,LLM
that's some gay shit URL,35633,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,3.0,1.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 4, ""3"": 1}, ""status"": {""4"": 2, ""3"": 3}, ""dehumanize"": {""1"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
bruh thats gay,8278,deepseek-v4-flash_modu_no_slur,3,4.0,4.0,4.0,3.0,1.0,0.0,0.0,4.0,2,"{""sentiment"": {""3"": 4, ""4"": 1}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 4, ""3"": 1}, ""status"": {""3"": 3, ""4"": 2}, ""dehumanize"": {""1"": 3, ""0"": 2}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
"#EU will pay heavy price for not only ignoring but also profiting from gross #humanrights abuses by its trade partner, the armed thugs #IRGC in Iran. Just wait for your karma!! #SaveArash #FreeArash #FreeNarges #FreeNazanin #Taheri_Movement #Iran #UK #Khamenei #Mogherini #Germany URL",35131,deepseek-v4-flash_modu_no_slur,4,,,,,,,,,0,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
The US-led peace process has *always* been mostly sticks for the Palestinians and mostly carrots for Israel. These guys are just the most extreme manifestation. URL,26971,deepseek-v4-flash_modu_no_slur,3,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0,"{""sentiment"": {""3"": 3, ""4"": 2}, ""respect"": {""3"": 1, ""1"": 2, ""2"": 2}, ""insult"": {""3"": 1, ""0"": 3, ""1"": 1}, ""humiliate"": {""0"": 4, ""1"": 1}, ""status"": {""3"": 3, ""2"": 2}, ""dehumanize"": {""1"": 1, ""0"": 4}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""1"": 4, ""2"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Looks like an aborted fetus that got bashed in the face with a shovel mid-way through gender reassignment.,19155,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,2.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 5}, ""violence"": {""1"": 2, ""4"": 1, ""3"": 2}, ""genocide"": {""0"": 4, ""1"": 1}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
"@PompeyPom @WhosFibbing . I'm not condoning either act of throwing, but I'll just leave it here; women are fighting for equality and complain when it happens. #justsaying",34068,deepseek-v4-flash_modu_no_slur,3,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0,"{""sentiment"": {""3"": 5}, ""respect"": {""3"": 4, ""4"": 1}, ""insult"": {""3"": 3, ""4"": 2}, ""humiliate"": {""3"": 4, ""4"": 1}, ""status"": {""3"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""3"": 3, ""4"": 2}, ""hatespeech"": {""1"": 2, ""0"": 3}}",LLM_majority,LLM
White supremacists are cowardly pussies URL,21822,deepseek-v4-flash_modu_no_slur,4,3.0,0.0,2.0,4.0,1.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 2, ""3"": 3}, ""insult"": {""3"": 1, ""2"": 1, ""0"": 3}, ""humiliate"": {""4"": 1, ""2"": 1, ""3"": 1, ""0"": 1, ""1"": 1}, ""status"": {""4"": 4, ""3"": 1}, ""dehumanize"": {""2"": 1, ""1"": 3, ""0"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 3, ""2"": 1, ""3"": 1}, ""hatespeech"": {""0"": 2, ""2"": 3}}",LLM_majority,LLM
@LvckyLeftyy_ i be wanting to smack one of these niggas.,28595,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,1.0,4.0,0.0,4.0,2,"{""sentiment"": {""4"": 4, ""3"": 1}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""3"": 1, ""4"": 4}, ""dehumanize"": {""1"": 4, ""0"": 1}, ""violence"": {""4"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 4, ""1"": 1}}",LLM_majority,LLM
I am jewish so I may be a little biased here but I do feel that you are doing the right thing. People in general should respect others of their relgious beleifs and even their spirtual ones.,8261,deepseek-v4-flash_modu_no_slur,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,"{""sentiment"": {""1"": 3, ""0"": 2}, ""respect"": {""0"": 5}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""1"": 3, ""0"": 1, ""2"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"A #Kashmiri youth, Adil Ahmad who had joined the #ISIS, has been arrested by the US allied forces in Syria.His parents have approached state authorities for intervening and bringing him back. @News18Kashmir",21404,deepseek-v4-flash_modu_no_slur,2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""2"": 5}, ""respect"": {""2"": 4, ""3"": 1}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 4, ""1"": 1}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
plug your ass and keep it plugged!! Fuck your pussy... unplug your ass fill it with cum and plug it again... repeat and then send you back with all that cum inside your ass!!,9700,deepseek-v4-flash_modu_no_slur,4,,,,,,,,,0,"{""sentiment"": {""4"": 5}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Thank you. It is frustrating when people use religion to judge others.,44367,deepseek-v4-flash_modu_no_slur,3,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""3"": 5}, ""respect"": {""2"": 4, ""0"": 1}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
